round,fp32_exec_ms,fp32_gflops,fp32_bw_gbps,fp32_mem_mb,fp32_mse,fp32_maxerr,fp16_exec_ms,fp16_gflops,fp16_bw_gbps,fp16_mem_mb,fp16_mse,fp16_maxerr,fp16s_exec_ms,fp16s_gflops,fp16s_bw_gbps,fp16s_mem_mb,fp16s_mse,fp16s_maxerr,cb32_exec_ms,cb32_gflops,cb32_bw_gbps,cb32_mem_mb,cb32_mse,cb32_maxerr,cb16_exec_ms,cb16_gflops,cb16_bw_gbps,cb16_mem_mb,cb16_mse,cb16_maxerr,cbmx_exec_ms,cbmx_gflops,cbmx_bw_gbps,cbmx_mem_mb,cbmx_mse,cbmx_maxerr
1,0.318,9.930867924528302,0.6722012578616352,0.172607421875,0,0,0.2974,10.618749159381304,0.35938130464021517,0.0863037109375,0.0003975287489107421,0.06703615188598633,0.283,11.159067137809188,0.4961696113074205,0.1026611328125,0.000006300357136707242,0.009632110595703123,0.3246,9.72894639556377,0.9613801601971658,0.172607421875,0,0,0.3187,9.909055538123628,0.4895889551302165,0.0863037109375,0.00045596850637346547,0.08233928680419922,0.4991,6.327421358445201,1.019178521338409,0.235107421875,0.000003680271763316151,0.006688117980957031
2,0.6698000000000001,4.714864138548821,0.31914004180352346,0.172607421875,0,0,0.2829,11.163011664899258,0.3778013432308236,0.0863037109375,0.0005742973550139174,0.08684134483337402,0.2999,10.53023007669223,0.46820940313437814,0.1026611328125,0.000005894424756855605,0.008375167846679688,0.4044,7.809139465875371,0.7716716122650841,0.172607421875,0,0,0.4573,6.905786136015744,0.34120271156789855,0.0863037109375,0.0005018459814511824,0.07256269454956055,0.5805,5.440165374677003,0.8762652885443584,0.235107421875,0.0000031680085818588098,0.006568297743797302
3,0.3379,9.346007694584197,0.6326131991713525,0.172607421875,0,0,0.3119,10.125091375440846,0.3426739339531901,0.0863037109375,0.0004889572561693244,0.07508042454719543,0.27490000000000003,11.487871953437612,0.5107893779556202,0.1026611328125,0.000005390201648660864,0.007565498352050781,0.4322,7.306839426191578,0.7220360944007403,0.172607421875,0,0,0.3527,8.953830450808052,0.44239296852849447,0.0863037109375,0.00046040536796653625,0.07071590423583984,0.5307000000000001,5.950661390616167,0.9584925570001884,0.235107421875,0.0000031727809383464496,0.005963325500488281
4,0.3462,9.121941074523397,0.6174465626805314,0.172607421875,0,0,0.2918,10.822535983550376,0.3662782727895819,0.0863037109375,0.0005501217006517814,0.06920194625854492,0.2718,11.61889624724062,0.5166151582045622,0.1026611328125,0.000006099070017754314,0.008191108703613281,0.3211,9.834992214263467,0.9718592338835254,0.172607421875,0,0,0.3216,9.819701492537314,0.48517412935323384,0.0863037109375,0.0004248358242012534,0.06413412094116211,0.5296,5.963021148036254,0.9604833836858006,0.235107421875,0.0000034482388665304896,0.0063440799713134766
5,0.4547,6.945273806905652,0.4701121618649659,0.172607421875,0,0,0.2741,11.52140094855892,0.3899306822327618,0.0863037109375,0.0005798165020980441,0.08447909355163574,0.2725,11.589049541284403,0.5152880733944954,0.1026611328125,0.0000063889877893478966,0.008884429931640625,0.3976,7.942696177062374,0.7848692152917505,0.172607421875,0,0,0.35409999999999997,8.918429822084157,0.4406438859079356,0.0863037109375,0.0005276654337082057,0.06857416778802872,0.4881,6.470018438844499,1.0421471010038927,0.235107421875,0.000003934474006639203,0.0075836181640625
6,0.3253,9.708011066707655,0.657116507838918,0.172607421875,0,0,0.3703,8.528263570078314,0.28863083985957333,0.0863037109375,0.0005898173014619323,0.07180547714233398,0.3201,9.86571696344892,0.4386629178381756,0.1026611328125,0.00000625707614406503,0.00916457176208496,0.3362,9.393265913146935,0.9282093991671624,0.172607421875,0,0,0.3367,9.3793168993169,0.4634155034155034,0.0863037109375,0.0005245528395859934,0.08169412612915039,0.4293999999999999,7.35448532836516,1.184611085235212,0.235107421875,0.0000041473987629241865,0.007636904716491699
7,0.3607,8.755242583864707,0.5926254505128916,0.172607421875,0,0,0.2915,10.83367409948542,0.3666552315608919,0.0863037109375,0.0005289779779936016,0.0842042863368988,0.26630000000000004,11.85886594066842,0.527285016898235,0.1026611328125,0.000006502211595980076,0.008032798767089844,0.3199,9.871884964051263,0.975504845264145,0.172607421875,0,0,0.4059,7.780280857354028,0.384409953190441,0.0863037109375,0.00051794748336488,0.08239173889160156,0.4528,6.974416961130742,1.12339222614841,0.235107421875,0.000003531821569813568,0.0060012973845005035
8,0.324,9.746962962962964,0.659753086419753,0.172607421875,0,0,0.32130000000000003,9.828870214752568,0.3326486150015562,0.0863037109375,0.00046418220177390015,0.0702981948852539,0.33,9.569745454545457,0.4255030303030303,0.1026611328125,0.000006365334995930563,0.008031845092773438,0.4101,7.700599853694221,0.7609461107047062,0.172607421875,0,0,0.3978,7.938702865761689,0.39223730517848165,0.0863037109375,0.00038393924249549767,0.059848785400390625,0.4643,6.801671333189748,1.0955675209993538,0.235107421875,0.00000318499014389517,0.006272315979003906
9,0.4231,7.463994327582132,0.5052233514535571,0.172607421875,0,0,0.2775,11.380237837837836,0.3851531531531531,0.0863037109375,0.0005640854135078852,0.0830833911895752,0.2854,11.065227750525578,0.49199719691660826,0.1026611328125,0.000006610554499480504,0.0081787109375,0.399,7.914827067669173,0.7821152882205514,0.172607421875,0,0,0.32430000000000003,9.737946345975947,0.4811347517730497,0.0863037109375,0.0004123290637964641,0.06357860565185547,0.4446,7.103049932523617,1.1441115609536665,0.235107421875,0.000004046789854791173,0.007367134094238281
10,0.3439,9.182948531549869,0.6215760395463797,0.172607421875,0,0,0.31720000000000004,9.955914249684742,0.33694829760403533,0.0863037109375,0.0005458763001407136,0.07634377479553223,0.2725,11.589049541284403,0.5152880733944954,0.1026611328125,0.000006904430879825906,0.008366107940673828,0.31829999999999997,9.921508011310085,0.9804084197298146,0.172607421875,0,0,0.3306,9.552377495462794,0.47196612220205686,0.0863037109375,0.0005020191731537613,0.08001136779785156,0.4508,7.005359361135759,1.1283762200532388,0.235107421875,0.0000037922563705827426,0.006772875785827637
11,0.3681,8.579233903830481,0.5807117631078511,0.172607421875,0,0,0.3137,10.06699394325789,0.3407076824992031,0.0863037109375,0.0004981599575631246,0.08781957626342773,0.281,11.238491103202849,0.4997010676156584,0.1026611328125,0.000006414238457019968,0.007863998413085938,0.3901,8.095401179184824,0.7999589848756729,0.172607421875,0,0,0.4636,6.811941328731665,0.3365660051768766,0.0863037109375,0.00047388100053064,0.08313560485839844,0.4609,6.851846387502712,1.1036493816446085,0.235107421875,0.000003744761148029123,0.007266521453857422
12,0.4622,6.832574643011683,0.46248377325832973,0.172607421875,0,0,0.3097,10.197016467549242,0.34510816919599613,0.0863037109375,0.000509918874556495,0.08219575881958008,0.2684,11.766080476900148,0.5231594634873323,0.1026611328125,0.00000654861233743364,0.009091854095458984,0.3391,9.312934237687998,0.9202713063992922,0.172607421875,0,0,0.3284,9.616370280146164,0.4751278928136419,0.0863037109375,0.000424308589878607,0.07253938913345337,0.4951,6.378541708745707,1.027412643910321,0.235107421875,0.000003888578827044957,0.006780147552490234
